Key,Value,Frequency
SightOptionList,"[{'SightOptionCD': 0, 'SightOptionName': 'ちょっと立ち寄り', 'SightOptionLevelCD': 0, 'SightOptionLevelName': '所要30分程度'}, {'SightOptionCD': 1, 'SightOptionName': 'ベビーおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 2, 'SightOptionName': 'キッズおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 3, 'SightOptionName': '女子おすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 4, 'SightOptionName': 'ペットおすすめ', 'SightOptionLevelCD': 2, 'SightOptionLevelName': 'おすすめでない'}, {'SightOptionCD': 5, 'SightOptionName': '春におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 6, 'SightOptionName': '夏におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 7, 'SightOptionName': '秋におすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 8, 'SightOptionName': '冬におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 9, 'SightOptionName': '雨でもOK', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 10, 'SightOptionName': '歴史好きおすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 23, 'SightOptionName': '英語パンフレットの有無', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'あり'}, {'SightOptionCD': 24, 'SightOptionName': '英語音声ガイドの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}]",9
SightOptionList,"[{'SightOptionCD': 0, 'SightOptionName': 'ちょっと立ち寄り', 'SightOptionLevelCD': 0, 'SightOptionLevelName': '所要30分程度'}, {'SightOptionCD': 1, 'SightOptionName': 'ベビーおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 2, 'SightOptionName': 'キッズおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 3, 'SightOptionName': '女子おすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 4, 'SightOptionName': 'ペットおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 5, 'SightOptionName': '春におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 6, 'SightOptionName': '夏におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 7, 'SightOptionName': '秋におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 8, 'SightOptionName': '冬におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 9, 'SightOptionName': '雨でもOK', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 23, 'SightOptionName': '英語パンフレットの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}, {'SightOptionCD': 24, 'SightOptionName': '英語音声ガイドの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}]",31
SightOptionList,"[{'SightOptionCD': 0, 'SightOptionName': 'ちょっと立ち寄り', 'SightOptionLevelCD': 1, 'SightOptionLevelName': '所要30～60分くらい'}, {'SightOptionCD': 1, 'SightOptionName': 'ベビーおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 2, 'SightOptionName': 'キッズおすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 3, 'SightOptionName': '女子おすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 4, 'SightOptionName': 'ペットおすすめ', 'SightOptionLevelCD': 2, 'SightOptionLevelName': 'おすすめでない'}, {'SightOptionCD': 5, 'SightOptionName': '春におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 6, 'SightOptionName': '夏におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 7, 'SightOptionName': '秋におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 8, 'SightOptionName': '冬におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 9, 'SightOptionName': '雨でもOK', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 23, 'SightOptionName': '英語パンフレットの有無', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'あり'}, {'SightOptionCD': 24, 'SightOptionName': '英語音声ガイドの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}]",12
SightOptionList,"[{'SightOptionCD': 0, 'SightOptionName': 'ちょっと立ち寄り', 'SightOptionLevelCD': 1, 'SightOptionLevelName': '所要30～60分くらい'}, {'SightOptionCD': 1, 'SightOptionName': 'ベビーおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 2, 'SightOptionName': 'キッズおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 3, 'SightOptionName': '女子おすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 4, 'SightOptionName': 'ペットおすすめ', 'SightOptionLevelCD': 2, 'SightOptionLevelName': 'おすすめでない'}, {'SightOptionCD': 5, 'SightOptionName': '春におすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 6, 'SightOptionName': '夏におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 7, 'SightOptionName': '秋におすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 8, 'SightOptionName': '冬におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 9, 'SightOptionName': '雨でもOK', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 10, 'SightOptionName': '歴史好きおすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 23, 'SightOptionName': '英語パンフレットの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}, {'SightOptionCD': 24, 'SightOptionName': '英語音声ガイドの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}]",12
SightOptionList,"[{'SightOptionCD': 0, 'SightOptionName': 'ちょっと立ち寄り', 'SightOptionLevelCD': 1, 'SightOptionLevelName': '所要30～60分くらい'}, {'SightOptionCD': 1, 'SightOptionName': 'ベビーおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 2, 'SightOptionName': 'キッズおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 3, 'SightOptionName': '女子おすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 4, 'SightOptionName': 'ペットおすすめ', 'SightOptionLevelCD': 2, 'SightOptionLevelName': 'おすすめでない'}, {'SightOptionCD': 5, 'SightOptionName': '春におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 6, 'SightOptionName': '夏におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 7, 'SightOptionName': '秋におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 8, 'SightOptionName': '冬におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 9, 'SightOptionName': '雨でもOK', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 23, 'SightOptionName': '英語パンフレットの有無', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'あり'}, {'SightOptionCD': 24, 'SightOptionName': '英語音声ガイドの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}]",47
SightOptionList,"[{'SightOptionCD': 0, 'SightOptionName': 'ちょっと立ち寄り', 'SightOptionLevelCD': 0, 'SightOptionLevelName': '所要30分程度'}, {'SightOptionCD': 1, 'SightOptionName': 'ベビーおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 2, 'SightOptionName': 'キッズおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 3, 'SightOptionName': '女子おすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 4, 'SightOptionName': 'ペットおすすめ', 'SightOptionLevelCD': 2, 'SightOptionLevelName': 'おすすめでない'}, {'SightOptionCD': 5, 'SightOptionName': '春におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 6, 'SightOptionName': '夏におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 7, 'SightOptionName': '秋におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 8, 'SightOptionName': '冬におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 9, 'SightOptionName': '雨でもOK', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 23, 'SightOptionName': '英語パンフレットの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}, {'SightOptionCD': 24, 'SightOptionName': '英語音声ガイドの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}]",16
SightOptionList,"[{'SightOptionCD': 0, 'SightOptionName': 'ちょっと立ち寄り', 'SightOptionLevelCD': 0, 'SightOptionLevelName': '所要30分程度'}, {'SightOptionCD': 1, 'SightOptionName': 'ベビーおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 2, 'SightOptionName': 'キッズおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 3, 'SightOptionName': '女子おすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 4, 'SightOptionName': 'ペットおすすめ', 'SightOptionLevelCD': 2, 'SightOptionLevelName': 'おすすめでない'}, {'SightOptionCD': 5, 'SightOptionName': '春におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 6, 'SightOptionName': '夏におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 7, 'SightOptionName': '秋におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 8, 'SightOptionName': '冬におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 9, 'SightOptionName': '雨でもOK', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 23, 'SightOptionName': '英語パンフレットの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}, {'SightOptionCD': 24, 'SightOptionName': '英語音声ガイドの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}]",79
SightOptionList,"[{'SightOptionCD': 0, 'SightOptionName': 'ちょっと立ち寄り', 'SightOptionLevelCD': 1, 'SightOptionLevelName': '所要30～60分くらい'}, {'SightOptionCD': 1, 'SightOptionName': 'ベビーおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 2, 'SightOptionName': 'キッズおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 3, 'SightOptionName': '女子おすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 4, 'SightOptionName': 'ペットおすすめ', 'SightOptionLevelCD': 2, 'SightOptionLevelName': 'おすすめでない'}, {'SightOptionCD': 5, 'SightOptionName': '春におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 6, 'SightOptionName': '夏におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 7, 'SightOptionName': '秋におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 8, 'SightOptionName': '冬におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 9, 'SightOptionName': '雨でもOK', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 23, 'SightOptionName': '英語パンフレットの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}, {'SightOptionCD': 24, 'SightOptionName': '英語音声ガイドの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}]",12
SightOptionList,"[{'SightOptionCD': 0, 'SightOptionName': 'ちょっと立ち寄り', 'SightOptionLevelCD': 1, 'SightOptionLevelName': '所要30～60分くらい'}, {'SightOptionCD': 1, 'SightOptionName': 'ベビーおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 2, 'SightOptionName': 'キッズおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 3, 'SightOptionName': '女子おすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 4, 'SightOptionName': 'ペットおすすめ', 'SightOptionLevelCD': 2, 'SightOptionLevelName': 'おすすめでない'}, {'SightOptionCD': 5, 'SightOptionName': '春におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 6, 'SightOptionName': '夏におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 7, 'SightOptionName': '秋におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 8, 'SightOptionName': '冬におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 9, 'SightOptionName': '雨でもOK', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 10, 'SightOptionName': '歴史好きおすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 23, 'SightOptionName': '英語パンフレットの有無', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'あり'}, {'SightOptionCD': 24, 'SightOptionName': '英語音声ガイドの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}]",14
SightOptionList,"[{'SightOptionCD': 0, 'SightOptionName': 'ちょっと立ち寄り', 'SightOptionLevelCD': 1, 'SightOptionLevelName': '所要30～60分くらい'}, {'SightOptionCD': 1, 'SightOptionName': 'ベビーおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 2, 'SightOptionName': 'キッズおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 3, 'SightOptionName': '女子おすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 4, 'SightOptionName': 'ペットおすすめ', 'SightOptionLevelCD': 2, 'SightOptionLevelName': 'おすすめでない'}, {'SightOptionCD': 5, 'SightOptionName': '春におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 6, 'SightOptionName': '夏におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 7, 'SightOptionName': '秋におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 8, 'SightOptionName': '冬におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 9, 'SightOptionName': '雨でもOK', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 23, 'SightOptionName': '英語パンフレットの有無', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'あり'}, {'SightOptionCD': 24, 'SightOptionName': '英語音声ガイドの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}]",26
SightOptionList,"[{'SightOptionCD': 0, 'SightOptionName': 'ちょっと立ち寄り', 'SightOptionLevelCD': 1, 'SightOptionLevelName': '所要30～60分くらい'}, {'SightOptionCD': 1, 'SightOptionName': 'ベビーおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 2, 'SightOptionName': 'キッズおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 3, 'SightOptionName': '女子おすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 4, 'SightOptionName': 'ペットおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 5, 'SightOptionName': '春におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 6, 'SightOptionName': '夏におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 7, 'SightOptionName': '秋におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 8, 'SightOptionName': '冬におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 9, 'SightOptionName': '雨でもOK', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 23, 'SightOptionName': '英語パンフレットの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}, {'SightOptionCD': 24, 'SightOptionName': '英語音声ガイドの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}]",107
SightOptionList,"[{'SightOptionCD': 0, 'SightOptionName': 'ちょっと立ち寄り', 'SightOptionLevelCD': 0, 'SightOptionLevelName': '所要30分程度'}, {'SightOptionCD': 1, 'SightOptionName': 'ベビーおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 2, 'SightOptionName': 'キッズおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 3, 'SightOptionName': '女子おすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 4, 'SightOptionName': 'ペットおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 5, 'SightOptionName': '春におすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 6, 'SightOptionName': '夏におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 7, 'SightOptionName': '秋におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 8, 'SightOptionName': '冬におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 9, 'SightOptionName': '雨でもOK', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 23, 'SightOptionName': '英語パンフレットの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}, {'SightOptionCD': 24, 'SightOptionName': '英語音声ガイドの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}]",22
SightOptionList,"[{'SightOptionCD': 0, 'SightOptionName': 'ちょっと立ち寄り', 'SightOptionLevelCD': 0, 'SightOptionLevelName': '所要30分程度'}, {'SightOptionCD': 1, 'SightOptionName': 'ベビーおすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 2, 'SightOptionName': 'キッズおすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 3, 'SightOptionName': '女子おすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 4, 'SightOptionName': 'ペットおすすめ', 'SightOptionLevelCD': 2, 'SightOptionLevelName': 'おすすめでない'}, {'SightOptionCD': 5, 'SightOptionName': '春におすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 6, 'SightOptionName': '夏におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 7, 'SightOptionName': '秋におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 8, 'SightOptionName': '冬におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 9, 'SightOptionName': '雨でもOK', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 23, 'SightOptionName': '英語パンフレットの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}, {'SightOptionCD': 24, 'SightOptionName': '英語音声ガイドの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}]",22
SightOptionList,"[{'SightOptionCD': 0, 'SightOptionName': 'ちょっと立ち寄り', 'SightOptionLevelCD': 0, 'SightOptionLevelName': '所要30分程度'}, {'SightOptionCD': 1, 'SightOptionName': 'ベビーおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 2, 'SightOptionName': 'キッズおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 3, 'SightOptionName': '女子おすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 4, 'SightOptionName': 'ペットおすすめ', 'SightOptionLevelCD': 2, 'SightOptionLevelName': 'おすすめでない'}, {'SightOptionCD': 5, 'SightOptionName': '春におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 6, 'SightOptionName': '夏におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 7, 'SightOptionName': '秋におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 8, 'SightOptionName': '冬におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 9, 'SightOptionName': '雨でもOK', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 23, 'SightOptionName': '英語パンフレットの有無', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'あり'}, {'SightOptionCD': 24, 'SightOptionName': '英語音声ガイドの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}]",40
SightOptionList,"[{'SightOptionCD': 0, 'SightOptionName': 'ちょっと立ち寄り', 'SightOptionLevelCD': 1, 'SightOptionLevelName': '所要30～60分くらい'}, {'SightOptionCD': 1, 'SightOptionName': 'ベビーおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 2, 'SightOptionName': 'キッズおすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 3, 'SightOptionName': '女子おすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 4, 'SightOptionName': 'ペットおすすめ', 'SightOptionLevelCD': 2, 'SightOptionLevelName': 'おすすめでない'}, {'SightOptionCD': 5, 'SightOptionName': '春におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 6, 'SightOptionName': '夏におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 7, 'SightOptionName': '秋におすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 8, 'SightOptionName': '冬におすすめ', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 9, 'SightOptionName': '雨でもOK', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'どちらでもない'}, {'SightOptionCD': 10, 'SightOptionName': '歴史好きおすすめ', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 18, 'SightOptionName': 'ひとりにおすすめ（飲食施設）', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 19, 'SightOptionName': 'デートにおすすめ（飲食施設）', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 20, 'SightOptionName': '記念日におすすめ（飲食施設）', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 21, 'SightOptionName': '接待におすすめ（飲食施設）', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 22, 'SightOptionName': '女子会におすすめ（飲食施設）', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'おすすめ'}, {'SightOptionCD': 23, 'SightOptionName': '英語パンフレットの有無', 'SightOptionLevelCD': 0, 'SightOptionLevelName': 'あり'}, {'SightOptionCD': 24, 'SightOptionName': '英語音声ガイドの有無', 'SightOptionLevelCD': 1, 'SightOptionLevelName': 'なし'}]",22
